gene_id,Oxy_rep3,Control_rep1,Control_rep2,Control_rep3,CoCl2_rep1,CoCl2_rep2,CoCl2_rep3,Oxy_rep1,Oxy_rep2
AATK,760,736,741,659,419,379,605,971.809,956
ABALON,633.008,857.509,866.419,748.313,537.204,483.186,713.913,790.259,787.966
ABAT,884,1298,1545,1269.999,817.999,585,945,943.999,1011
ABCA1,107,221.958,203,134,146.974,132,171.927,132.788,111
ABCA10,0,0,0,0,3,0,0,1,1
ABCA11P,80.867,111.337,116.165,94.053,71.895,56.019,94.309,110.856,109.023
ABCA12,0,0,0,0,1,0,0,1,1
ABCA13,3,1,1,0,7,7,14,2,1
ABCA17P,64,89,103,84,117,90,150,67,86
ABCA2,908,474,500,447,228,183,271,1125,1168
ABCA3,512,692,772,684,74,58,90,673,623
ABCA4,3,8,4,11,1,3,4,5,5
ABCA5,145,49,73,55,39,44,39,166,181
ABCA6,3,2,4,2,0,0,0,3,5
ABCA7,565.999,325,381.999,339,109,104,145.999,714,760
ABCA8,0,2,2,1,0,0,0,0,0
ABCA9,2,5,2,8,6,4,1,0,7
ABCA9-AS1,0,4,0,2,0,0,0,0,2
ABCB1,212.91,319.963,309.991,277.977,284.974,207.987,331.914,217.659,191.918
ABCB10,848.001,716,846,730.999,102,93,139.999,956,943.001
ABCB11,0,2.36,0,0,1,0,6,0,1
ABCB11_1,0,2.64,1,1,0,2,0,4,1
ABCB4,8.239,3.079,1.018,4.052,6.072,4.052,7.138,19.499,25.252
ABCB5,0,1,0,1,1,0,1,0,2
ABCB6,1768,1303,1265,1160,2152,1684,2548,2125,2107
ABCB7,505.577,623,715.761,630,553,469,681,655.478,630
ABCB8,451,397,407,384,331,268,451,614,569
ABCB9,136.214,58.757,56.776,50,37.873,45.029,37,156,149.569
ABCC1,313.159,205.177,206.409,207.494,214.639,113.394,245.693,467.883,498.64
ABCC1_1,1009.841,533.823,612.59,499.505,600.36,491.606,697.307,1107.117,1139.361
ABCC10,488,570.001,608,510.816,158.999,106.001,196.999,627,625.999
ABCC11,7.186,11.153,10.755,3.987,2.083,2.011,15.106,3.435,10.331
ABCC12,0,0,0,0,0,0,0,0,0
ABCC13,0,0,0,0,1,0,0,0,0
ABCC2,5962.001,4595,5003.001,4306.001,11657.001,8856.965,14000,6943.999,6844
ABCC3,379,363,417,351,129,114,139,459,451
ABCC4,1479,2347,2720,2233,1138,944.001,1455,1823.001,1876
ABCC5,1825,737.001,805.999,716,2791.001,2142,3334,2163,2155
ABCC5-AS1,1,0,2,0,0,0,0,0,0
ABCC6,102.833,184.072,162.65,106.506,39.661,11.851,36.475,157.395,170.111
ABCC6_1,163.048,129.904,152.341,154.145,0,10.339,14.303,189.608,134.673
ABCC6P1,60.204,89.786,105.208,72.562,12.299,11.023,15.276,59.839,67.762
ABCC6P1_1,1.404,0,2.157,3.52,0,0,0,0,2.815
ABCC6P2,24.511,67.237,67.643,40.266,15.04,3.788,5.948,34.158,41.638
ABCC8,0,0,0,0,0,0,0,0,1
ABCC9,927.091,1505.157,1714.438,1406.405,253.808,225.85,355.208,996.779,1076.077
ABCD1,116.91,62.714,63.937,58.964,38.892,34.466,48.809,125.345,164.456
ABCD2,0,1,0,0,0,0,1,0,0
ABCD3,1579.004,2326.001,2932.019,2297.999,1326.999,1193.02,1520.008,1724.017,1852.01
ABCD4,494,449.999,499.001,461.999,425,364,576,625,625
ABCE1,1624.362,3185.916,3982.371,3446.113,1879.336,1584.009,2196.837,1783.476,2018.383
ABCF1,2773,3599,3709,3350,4339,3278,4994,3190,3260
ABCF1-DT,1,1,0,1,3,2,3,1,0
ABCF2,605.327,909.834,861.075,941.421,568.184,454.895,714.266,724.173,703.748
ABCF2-H2BK1,798.673,1505.166,1716.925,1467.579,750.816,606.105,940.724,1002.827,952.252
ABCF3,802,973,1052,949,2394.999,1801,2705,1086,1050
ABCG1,3,1,1,0,2,3,3,9,6
ABCG2,1158.34,609.088,694.867,626.721,867.428,745.91,1089.814,1296.629,1231.848
ABCG4,3,1,1,0,0,4,2,3,6
ABCG5,0,0,0,0,0,1,1,1,1
ABCG8,3,2,7,0,1,0,3,0,4
ABHD1,5,4,5,1,2,2,1,3,2
ABHD10,563.999,588,685,617.001,314,255.999,425,667,660
ABHD11,383,502.999,461,437,198.999,181,247.001,517,505
ABHD11-AS1,4,1,2,1,5,1,4,5,7
ABHD12,1923.001,1572.999,1673,1441,765.001,642,926,2246,2425
ABHD12B,33.381,41.312,25.326,34.048,133.68,83.578,150.529,48.147,39.761
ABHD13,228,301,337,267,156,135,175,249,220
ABHD14A,138.921,114.479,117.103,98.22,67.094,64.712,105.498,180.774,172.873
ABHD14A-ACY1,110.375,122.863,157.824,152.488,72.123,30.892,33.902,156.962,178.017
ABHD14B,620.001,550,592,542,143,129,204,798,819
ABHD15,269.353,200.955,244.253,221.316,55,50,84.382,290.969,296
ABHD16A,0,0,0,0,0,0,0,0,0
ABHD16A_1,889.999,915.882,959.847,898.965,527.001,473.762,728.583,1091.721,1125.968
ABHD16A_5,0,0,0,0,0,0,0,0,0
ABHD16B,0,0,0,0,0,0,0,0,0
ABHD17A,958,931.001,972,870,1023,875,1297.999,1247,1268
ABHD17B,87,85.999,119.001,95,382.341,277,406.001,91.999,95.299
ABHD17C,404,423,502,452,180,140,236,416,509
ABHD18,290.638,196,249,202.999,98,93.562,112.005,292,336.997
ABHD2,1307.468,1573.347,1677.895,1351.36,1782.036,1383.082,2076.4,1466.021,1588.126
ABHD3,568,403.999,465,378,522.002,460,674,720.999,734
ABHD4,2397.001,1520,1525,1321,3658,3011,4722,2751.001,2895
ABHD5,385,298,323,291,649.001,540.001,725.999,410.999,445.002
ABHD6,222,221,257,223,100,84,146,291,287
ABHD8,139.534,83.363,82.335,76.636,77.41,79,88.725,175.094,196
ABI1,2589.999,1843,2181.007,1847.009,5015.999,3965,5588,3117.999,3128.999
ABI2,795,962,1235.912,920.001,576,504,648.001,947.999,963.357
ABI3,2,0,0,1,4,1,0,8,2
ABI3BP,2,0,1,0,2,0,1,2,1
ABITRAM,416,457,533,454,463,417,536,432,452
ABL1,1301,1344,1449,1304,1588,1303,1883,1600,1597
ABL2,953.965,800,1025.617,801.001,2856.835,2159.943,3152,1298,1359.999
ABLIM1,3126.001,2875,3333.999,2705,2479.999,1886,3010.999,3541,3711
ABLIM2,4,2,0,3,0,1,0,4,5
ABLIM3,0,1,2,1,0,7,6,7,4
ABO,1,0,3,1,1,0,0,1,1
ABO_1,0,0,0,0,0,0,0,0,0
ABR,152.922,113.184,117.437,75.347,26.787,40.178,29.062,161.136,228.261
ABR_1,1132.079,908.816,952.563,902.653,233.213,182.821,345.938,1409.863,1352.739
ABR_2,0,0,0,0,0,0,0,0,0
ABR-AS1,0,0,0,0,0,0,0,0,0
ABR-AS1_1,0,0,0,0,0,0,0,0,0
ABRA,0,0,1,0,0,0,0,0,0
ABRACL,1303,1054,1199,1007,499,404,583,1473,1405
ABRAXAS1,245.43,260.236,353.4,276.17,84.563,76.307,90.146,282.098,248.019
ABRAXAS2,541,515,592,523,503.999,447,625,594,621
ABT1,462,619,635,573,674.492,576,816,546,559
ABT1_1,0,0,0,0,5.508,0,0,0,0
ABTB1,166,33,48,38,96,55,95,227,217
ABTB2,628,249,272,275,1217,901,1318,799,783
ACAA1,1378.111,1991.029,1969.647,1740.117,1607.294,1155.864,1920.158,1612.277,1622.22
ACAA2,2883,3295,3269,2993,1613,1219,2035,3332,3363
ACACA,1100.233,3170.564,1611.885,2242.129,812.056,933.964,1606.534,1610.62,2611.053
ACACA_1,1719.768,449.435,2237.115,978.872,701.943,257.037,161.466,1668.38,721.947
ACACB,466,206,211,197,73,41,84,527.001,506
ACAD10,174,132,184,137,39,38,63,237,194
ACAD11,529.243,498.732,503.485,418.526,178.436,90.473,170.53,620.042,695.906
ACAD8,824,870,898.001,770,484.999,358.999,572.001,1012.001,967.999
ACAD9,567.742,921.77,949.79,835.583,182.869,161.967,215.757,640.707,586.73
ACAD9-DT,29,17,23,18,13,12,17,30,35
ACADL,0,0,0,1,0,0,0,0,0
ACADM,545,538,630,552,188,152,219,565,541
ACADS,136,197,241,153,45,35,47,161,181
ACADSB,586,696.999,765,649,353,275.995,418,639,717.996
ACADVL,1841.001,2246,2333,2145.001,2697,1939,3234,2259.001,2238
ACAN,0,0,0,0,0,0,1,0,0
ACAP1,8,1,3,3,2,1,5,16,9
ACAP2,938,798.999,1057,905.019,1481,1215,1646,1119,1215
ACAP3,510,455.001,472,444.999,122,99,166,677.999,657.999
ACAT1,3343,4258.001,4701.999,4339,2253,1730,2521,4035.001,4152
ACAT2,5045.344,4373.611,4624.052,3971.211,2478.608,1971.469,2756.693,6196.964,6110.593
ACBD3,1232.008,887.059,993.393,905.587,1412.016,1115.505,1684,1429.188,1473.676
ACBD3-AS1,1.992,1.941,1.607,4.413,1.984,1.495,0,1.812,14.324
ACBD4,99,133.001,159,106,25,24,26.001,112.001,134
ACBD5,1377,880,996,789.999,1716.999,1338,2048.001,1535.999,1499.001
ACBD6,765.912,1200.841,1298.506,1153.675,628.078,515.733,815.867,940.444,993.041
ACBD7,185.877,89.676,128,99.276,109,76.566,113.57,231.452,259.423
ACBD7-DCLRE1CP1,1.13,2.354,0,3.725,0,0,2.555,4.548,3.607
ACCS,97,149,171,153.999,14,13,18,124.001,111.999
ACCSL,0,2,1,0,0,0,0,1,0
ACD,430,520,532,469,226,182,332.999,558,577
ACE,82,24,23,28,8,5,11,113,119
ACE2,26,25,30,31,31,29,39,12,30
ACER1,0,0,0,0,0,0,0,0,0
ACER2,76,24,20,21,41,30,55,90,84
ACER3,952.001,692.526,876.57,720.999,473.999,418.648,529,1080.54,1173.249
ACHE,318,492.001,527,458,96,74,123,362,376
ACIN1,4710.551,4939.521,5232.999,4446,12532.363,9065.589,14182.042,5556.76,5461.999
ACKR1,0,0,0,0,0,0,0,0,0
ACKR2,50,24,23,23,10,8,13,49,45
ACKR3,96,42,37,37,13,10,13,106,103
ACKR4,5,8,9,6,8,6,14,12,9
ACLY,12983.001,10795.001,11359,9835,9906,7540,11647,15499,15035
ACMSD,0,0,0,0,3.056,0,2,0,0
ACO1,1736,1991,2034,1736,1016,796,1305,2052.063,2081
ACO2,2815.204,2750.626,2959.156,2800.248,3328.01,2558.65,4142.853,3364.794,3373.894
ACOD1,0,0,0,0,0,0,0,0,0
ACOT1,275.445,137.202,131.783,134.632,69.396,38.247,53.985,348.546,329.529
ACOT11,250.204,152.975,135.423,121.281,42.923,28.071,75.43,244.358,267.262
ACOT12,9.141,15.052,23.206,6.063,7.064,6.104,7.065,12.142,12.113
ACOT13,816,1075.001,1147,1045.991,468,363,591.981,944.001,935
ACOT2,573.696,566.798,591.216,523.303,193.604,177.753,308.015,645.424,577.181
ACOT4,41,34,51,48,19,20,29,47,46
ACOT6,0,0,0,0,0,0,0,0,0
ACOT7,2355.943,2834.988,2779.989,2539.988,1115,921,1475.988,2646.999,2737.986
ACOT8,234.563,264.778,270.177,252.524,105.305,101.599,138.759,267.489,266.22
ACOT9,1385,1099.001,1240.129,1098,992,798.001,1163.645,1618.952,1602.631
ACOX1,764,691,736,717,1151.999,879,1373,912,901
ACOX2,31,39,41,31,8,2,18,26,24
ACOX3,206.817,191.057,200.63,194,166.336,145.479,224.791,256.201,242.127
ACOXL,104,62,66,71.001,24.001,17.999,20,144,122.002
ACOXL-AS1,1,1,0,0,0,0,0,1,0
ACP1,2524,2262.001,2585,2241.999,2656,2223,3286.999,2977,3239
ACP2,505.979,675,777.994,680.964,149,120,217,633.96,700.999
ACP3,25,15,23,27,22,15,15,28,32
ACP4,1,2,1,0,3,1,3,0,3
ACP5,2,1,2,0,1,0,0,2,3
ACP6,306,370.999,444.999,369,200,138,219.001,352.001,319.999
ACP7,23,6,8,9,0,0,2,28,20
ACR,0,0,0,0,2,0,1,1,0
ACRBP,2,4,3,1,0,4,4,0,2
ACRV1,2.426,2.364,3.163,3.859,6.248,1.156,3.653,1.076,0
ACSBG1,3.79,2.559,10.943,3.919,14.215,16.48,16.445,3,7.743
ACSBG2,1,3,1,3,0,3,4,4,5
ACSF2,803.476,656.83,657,588.999,226,151,256,876.999,929.612
ACSF3,542.998,396.999,435.001,381,70.001,64.999,106,658.999,633.001
ACSL1,1401.001,1602,1668.001,1365.999,841,664,964,1642,1820
ACSL3,7338,3442,4138,3639.001,12532,9786,13741.999,8301,8693
ACSL3-AS1,17,2,8,7,36,27,45,17,22
ACSL4,1023.982,978.947,1238.954,970.96,722.908,620.937,800.968,1276.974,1185.956
ACSL5,1899.016,1027.019,1075.603,903.506,1598.918,1291.388,1882.388,2382.475,2356.78
ACSL6,21,11,8,11.014,6,1,1,10,8
ACSL6-AS1,0,0,0,0,0,0,0,0,0
ACSM1,6,4,4,0,1,0,0,7,5
ACSM2A,0,0,0,0,0,0,0,1,0
ACSM2B,0,0,0,0,0,0,0,0,0
ACSM3,53.728,34.561,39.792,34.174,27.27,24,26.927,66.94,81.129
ACSM4,0,0,0,0,0,0,0,0,0
ACSM5,0,0,0,0,0,0,0,0,0
ACSM6,0,0,0,0,1,0,0,1,2
ACSS1,1527.999,1680,1572,1259,412,313,535.001,1744,1702
ACSS2,3561,1441.001,1514,1350,1378,1047,1603.999,4212.999,4308
ACSS3,8.191,10.93,17.815,11.914,11.116,5.372,4.24,7.439,14.443
ACTA1,7,4,13,10,24,20.002,39.002,9,8
ACTA2,0,0,1,0,2,0,0,1,1
ACTA2-AS1,5,0,0,0,0,0,1,0,0
ACTB,38503.792,84020.954,95195.343,89337.695,80383.431,65065.23,97882.907,48241.449,49872.175
ACTBL2,26,1,1,3,8,0,8,14,22
ACTC1,1,0,0,1,6,4,2,0,0
ACTE1P,0,0,0,0,2,0,2,1,0
ACTG1,30742.272,37518.583,41333.143,38158.564,62223.081,49397.998,74578.235,38000.679,38782.992
ACTG1P17,0,0,1,1,2,0,1,1,0
ACTG1P20,20.002,25.001,20.002,20.569,46.003,38.002,55.329,25.003,40.004
ACTG1P25,151,83,91,70,45,25,49,124,154
ACTG1P4,0,0,0,0,0,1,0,0,0
ACTG2,46,72,81,72,36,18,47,33,23
ACTL10,21,26,34,29,17,9,15,14,24
ACTL6A,1419,1905,2100,1709,1639,1248,1923,1669.001,1729
ACTL6B,0,0,0,0,0,0,0,0,0
ACTL7A,0,1,0,0,0,0,1,0,0
ACTL7B,0,0,0,1,0,0,0,0,1
ACTL8,2343,5263,5667,4936,2687,2105,3078,2853,2899
ACTL9,0,0,0,0,0,0,0,0,0
ACTN1,5861.729,6664.001,7370.552,6562.37,4389.545,3522.375,5530.492,7334.719,7072.351
ACTN1-DT,1,1,1,1,0,0,0,2,0
ACTN2,2,0,2,0,38,33,39,3,2
ACTN3,1,1,0,1,1,1,0,2,0
ACTN4,12667.19,13569.242,14375.664,13772.184,8612.06,7241.307,11481.244,16108.84,16167.289
ACTR10,637.001,736,850,633,510,432,641,750,758
ACTR1A,1979,2287,2483,2060,2420,1955,3066,2537,2433
ACTR1B,460,527,520,471,129.999,92,146,571,529
ACTR2,5834,6469,7323,6316,5805,4926,6995,6890,6815
ACTR3,4699.999,6253.999,7037.001,6196,6378.999,5122,7534,5241,5365.985
ACTR3-AS1,0,0,0,0,3,1,0,1,0
ACTR3B,112.383,261.8,270.663,236.08,30.732,30.235,34.423,142.952,148.509
ACTR3BP2,0,0,0,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0,0,0,0
ACTR3C,159.615,137.2,131.336,113.92,68.269,43.766,63.578,158.048,183.49
ACTR5,576,732,785,686,647,490,814,705,683
ACTR6,265,271,385.001,306,622,517,686,271,327
ACTR8,881.663,926.012,1081.8,885.622,848.28,683.696,971.637,967.777,988.667
ACTRT1,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,1
ACTRT3,0,1,1,0,2,0,0,0,0
ACVR1,271,228,220,180,212.999,167,275,278,321.845
ACVR1B,2205,2010,2196.001,1865.001,1763,1373.999,2108.001,2557,2654
ACVR1C,27,18,32,23,7,6,4,21,34
ACVR2A,149.328,159.845,170.033,138.401,281.417,246.886,339.093,191.36,195.698
ACVR2B,392,304.778,320,294,293,237,393.999,455,514
ACVR2B-AS1,9,4.222,8.98,5,3,1,1,5,7
ACVRL1,6,0,2,0,2,1,0,3,8
ACY1,525.704,841.657,795.073,850.292,129.783,122.396,194.6,655.263,569.11
ACY3,6,7,7,13,3,0,1,10,12
ACYP1,54.001,72.001,77,43,97,72,98,62,66
ACYP2,25,34,37,30,43,23.172,40,23,29.001
ADA,249,212.999,216.999,185.999,91,72,103,271,293
ADA2,0,0,0,0,0,0,0,0,0
ADAD1,0,0,0,0,0,0,0,0,0
ADAD2,0,0,0,0,0,0,0,0,0
ADAL,236.874,280.016,296.14,242.979,122.93,84.008,140.084,262.008,281.972
ADAM10,3094,2165,2525,2219,1798,1524,2166,3453,3530
ADAM11,8,14,16,16,4,1,9,29,11
ADAM12,0,3,1,0,2,0,1,0,0
ADAM15,1237,1093.001,1138,1046,878,697,1088.001,1548,1568
ADAM17,1199.472,767.775,809.276,692.478,1907.106,1398.967,2033.515,1466.725,1431.862
ADAM18,1,0,3,1,0,1,0,2,3
ADAM18_1,0,0,0,0,0,0,0,0,0
ADAM19,1154,1926,2126,1722,483,392,615,1323,1370
ADAM2,0,0,0,0,0,0,0,0,0
ADAM20,11.013,3,6,5,30,20.02,32,14.022,13.024
ADAM20P1,3,3,2,4,21,9,23,3,6
ADAM21,1,3,3,0,9,7.739,6,0,0
ADAM21P1,0,0,1,0,0,1.261,0,1,0
ADAM22,84.999,149,172,156,19,21,26,125,102
ADAM23,584,1006,1052,958,375,284,451,677,677
ADAM28,33.001,39,40,24,6,9,13,41,51
ADAM29,0,0,0,0,0,1,0,0,1
ADAM30,0,0,0,0,0,0,0,0,0
ADAM32,0,1,4,0,5,0,7,0,2
ADAM32_1,0,0,0,0,0,7,0,0,0
ADAM33,1,0,0,0,0,1,1,0,1
ADAM3A,0,0,0,0,0,0,0,0,0
ADAM3B,0,0,0,0,0,0,0,0,0
ADAM5,0,0,0,0,1,0,0,0,0
ADAM5_1,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0,0,0,0
ADAM7-AS1,0,0,1,0,0,0,0,0,0
ADAM7-AS2,0,0,0,0,0,0,0,0,0
ADAM8,223.001,83,109,96,45.999,38,62,309,270
ADAM9,3836,3724,4008,3481.001,9738.999,7617.999,10913.999,4470,4599
ADAM9_1,0,0,0,0,0,0,0,0,0
ADAMDEC1,0,0,0,0,0,0,0,0,0
ADAMTS1,0,0,0,0,1,2,1,0,0
ADAMTS10,0,0,0,0,0,0,0,2,0
ADAMTS12,2,0,1,0,2,0,0,0,0
ADAMTS12_1,0,0,0,0,0,0,0,0,0
ADAMTS13,60,26,35.001,32.999,3,5,2,68,70
ADAMTS14,5,2,0,0,1,1,0,4,2
ADAMTS15,24,2,2,5,1,1,3,40,31
ADAMTS16,0,0,0,0,0,0,0,0,0
ADAMTS16-DT,0,0,0,0,0,0,0,0,0
ADAMTS17,0,1,1,0,4,3,1,3,1
ADAMTS18,11.829,13,15,9,33,25,24,10,10
ADAMTS19,2,1,0,1,0,0,0,0,0
ADAMTS19-AS1,0,0,0,0,0,0,0,0,0
ADAMTS2,0,0,0,0,0,1,0,0,0
ADAMTS2_1,0,0,0,0,0,0,0,0,0
ADAMTS20,0,1.074,0,2.068,0,0,0,1.035,0
ADAMTS3,0,0,0,1,0,0,3,0,0
ADAMTS4,0,2,1,2,4.649,2,3.002,1,2
ADAMTS5,0,0,0,0,0,0,0,0,0
ADAMTS6,1,1,2,0,5,3,6,4,2
ADAMTS7,12,5,5,7,1,0,3,16,18
ADAMTS7P1,0,0,0,0,0,0,0,0,0
ADAMTS7P1_1,0,0,0,0,0,0,0,0,0
ADAMTS8,0,0,1,0,0,0,0,2,0
ADAMTS9,722.85,234.989,282.987,232.984,234.979,173.982,273.966,911.814,962.901
ADAMTS9-AS1,9.15,1.011,1.013,1.016,1.021,2.019,2.034,7.186,6.099
ADAMTS9-AS2,7,0,1,1,6,0,3,7,4
ADAMTSL1,0,0,0,0,0,0,0,0,0
ADAMTSL2,1,4,5,3,4,0,3,1,6
ADAMTSL3,0,2,2,0,0,0,0,2,0
ADAMTSL4,369.731,232.694,257.277,284.529,106.699,61.294,104.019,434.801,404.221
ADAMTSL4-AS1,5.03,2,2,1,9,7,7,1,1
ADAMTSL4-AS2,2,0,3,1,16,4,4,3,4
ADAMTSL5,431.653,277.077,311.803,326.6,71.942,57.001,100.438,452.891,496.284
ADAP1,696,686.999,751,630,197,160,262.001,890,840.999
ADAP2,28,21,13,14,3,0,1,37,31
ADAR,5576,6105.999,6463,5278,4370,3284.999,5175,6403,6483
ADARB1,544.998,407,432,379.001,93.999,81,132,591.999,678.999
ADARB2,0,0,1,0,0,0,0,0,0
ADARB2-AS1,0,0,0,0,0,0,0,0,0
ADAT1,660.001,894,1022,837,218.99,187,311.991,733,714
ADAT2,244.001,432.001,550,482.001,113,98,148,272,285.001
ADAT3,54,63,65,58,183,144,203,76,67
ADCK1,122.999,155,162.002,139.999,50,36,62,125.719,127.999
ADCK2,353,298,297,249,36,26,53,408,410
ADCK5,117,129.001,138,112,39,33,51,133,130
ADCY1,243,128,152,135,20,9,24,263.048,293
ADCY10,30,9,11,6,18,9,15,34,30
ADCY10P1,9,13.05,10.011,11,11.036,14.003,8.008,10,2
ADCY2,0,0,0,0,0,1,0,1,0
ADCY3,782.478,1139.852,1292.316,1096.995,147.68,131.511,195.304,1094.984,1051.041
ADCY4,1,0,2,0,0,2,0,3,0
ADCY5,20,7,6,12,6,6,13,26,20
ADCY6,2977.346,2387.026,2568.65,2141.599,540.199,468.724,827.692,3563.202,3504.74
ADCY6-DT,8,21,11,18,4,0,6,9,5
ADCY7,605.562,914.831,1041.547,864.361,411.013,323.445,521.449,818.638,918.937
ADCY8,0,0,0,0,0,0,0,0,0
ADCY9,691.575,513.493,560.448,496.765,154.801,113,206.961,827.57,865.937
ADCYAP1,0,0,0,0,0,0,0,0,0
ADCYAP1R1,0,0,0,0,0,0,0,1,0
ADD1,2892,3193.001,3371,2941,4642.999,3664,5481,3392,3462
ADD2,1,0,2,1,0,0,0,0,0
ADD3,4174.785,4495.879,5072.767,4338.881,3357.956,2707.861,4070.978,4661.903,4830.972
ADD3-AS1,13.216,19.121,21.233,22.119,17.043,9.139,17.022,13.097,18.029
ADGB,0,0,0,0,0,0,0,0,0
ADGB-DT,0,0,0,0,0,0,0,0,0
ADGRA1,1,1,2,0,2,0,0,3,2
ADGRA1-AS1,0,0,0,0,0,0,0,0,0
ADGRA2,8.369,14.212,15.347,14.129,21.435,16.2,19.069,17.906,22.367
ADGRA3,650,1102,1175.001,1055.001,532,434,624,791.999,766
ADGRB1,0,0,0,0,0,0,0,0,0
ADGRB2,63.999,20,12,16,4,2,3,72,86
ADGRB3,0,2,3,2,0,0,0,0,0
ADGRB3-DT,0,0,0,0,0,0,0,0,0
ADGRD1,29,12,6,7,24,23,45,28,30
ADGRD1-AS1,0,0,0,0,0,1,0,0,0
ADGRD2,0,1.294,0.866,0,0,0,0,0,0
ADGRE1,0,0,0,0,0,0,1,0,0
ADGRE2,3.295,1.186,0,1.071,1.039,3.189,3.196,6.701,9.976
ADGRE3,0,0,0,0,0,0,0,0,0
ADGRE4P,1.011,1.021,2.019,2.328,4.036,5.049,7.076,0,2.374
ADGRE5,1169.705,620.814,670,587.929,418.962,350.811,497.804,1444.299,1419.024
ADGRF1,6,2,3,2,1,5,4,3,7
ADGRF2,612,92,97,63,543,412,605.999,732,793
ADGRF3,31.094,15.013,24.33,18.376,8.271,7.091,10.351,13.316,16.363
ADGRF4,1133,356,398,348,687,553,723,1278,1328
ADGRF5,0,0,0,0,0,0,0,0,2
ADGRF5-AS1,0,0,0,0,0,0,0,0,0
ADGRG1,1730.001,1726.001,1835,1580.001,433.001,373.999,595,1951.999,2046.001
ADGRG2,23,3,3,4,3,4,3,18,24
ADGRG3,1,2,1,0,1,0,0,0,1
ADGRG4,0,0,0,0,1,0,0,0,0
ADGRG5,40.675,123.58,102.004,108.984,13.602,14.851,23.138,48.974,56.916
ADGRG6,3884,3299.001,4126.999,3440,1691.999,1446,2078,4312.999,4739
ADGRG7,9,20,30,21,2,4,2,17,24
ADGRL1,251.87,191.345,220.873,176.567,93.333,67.524,104.375,249.15,315.194
ADGRL1-AS1,12.129,14.726,18.127,16.434,28.667,18.476,23.625,24.887,21.813
ADGRL2,1,5,9,3.001,7,6,2,10,8.021
ADGRL3,1,7,7,10,0,1,2,5,2
ADGRL3-AS1,0,0,0,0,0,0,0,0,0
ADGRL4,0,0,0,0,0,0,0,0,0
ADGRV1,191.999,228,235.999,195,271,219,306,233.001,237.999
ADH1A,0,0,0,0,0,0,0,0,0
ADH1B,0,2,0,0,0,0,0,0,0
ADH1C,1,0,0,0,3,1,0,1,0
ADH4,3,15,15,14,0,3,3,4,4
ADH5,2024.974,2538.922,2663.97,2124.879,1441.963,1169.961,1695.966,2285.931,2280.912
ADH6,56,122.001,137,105,28,32,34.001,60,58
ADH7,0,0,0,0,0,0,0,0,0
ADHFE1,0,0,1,0,0,0,1,1,0
ADI1,2959.676,2280.934,2393.899,2247.835,2692,2155.918,3418.959,3297.796,3480.32
ADI1_1,14.788,5.18,2.101,5.276,0,0,21.943,2.203,15.68
ADIG,0,1,0,0,0,0,0,0,0
ADIPOQ,0,0,0,1,0,0,0,0,0
ADIPOQ-AS1,0,0,0,0,1,0,0,0,0
ADIPOR1,2653,2056,2133,1810,3020,2346,3278.001,3181.001,3149.999
ADIPOR2,3900.999,3556,3807.999,3153,8158.998,6052,8742.999,4718,4577
ADIRF,24.779,8.244,8.965,5.401,2.546,0,0,10.964,10.546
ADIRF-AS1,383.183,427.962,449.968,362.81,367.998,270.118,463.239,516.144,472.744
ADK,1477,1695.165,2022,1715.001,1163.009,1068.999,1387,1695.128,1872.924
ADM,796,1081,1050,1028,9700,7026,9885,871,876
ADM2,550,141,158,176,253,226,347,613,654
ADM5,36,31,49,39,59,27,25,30,31
ADNP,2913.999,3688,4352,3657.999,4564.999,3443.999,4936,3432,3473.999
ADNP-AS1,26,31,25,31,52,36,39,32,35
ADNP2,370,592,730,645,932,762,1097,427,455
ADO,424,714,911,741,246,266,294,510,574
ADORA1,382,567.001,628.001,570,73,56,95,475,490
ADORA2A,7.314,15.316,11.865,2.701,7.562,7.848,4.087,6.212,30.575
ADORA2A-AS1,187.426,138.678,196.694,105.76,83.777,51.714,95.559,265.577,255.641
ADORA2B,97,52,36,56,11,12,18,104,87
ADORA3,0,3,0,0,0,0,0,0,0
ADPGK,1392.884,1100.099,1313.32,1064.59,2418.941,1939.645,2771.464,1634.267,1673.46
ADPGK-AS1,4.115,7.901,7.681,2.411,15.059,14.356,15.536,4.734,7.539
ADPRH,67,74,75,67.001,12,9,15,59,69
ADPRHL1,90.716,69.937,71.54,74.046,92.704,72.478,112.138,78.265,77.588
ADPRM,41,26,28,26,53,38,61,56,48
ADPRS,542,303,390,318,478,354,600,621,715
ADRA1A,2,0,0,0,0,1,0,0,1
ADRA1B,0,0,0,0,0,0,1,0,0
ADRA1D,6,11,11,5,9,1,15,12,9
ADRA2A,12,47,42,47,2,1,3,18,19
ADRA2B,3,3,2,4,1,2,3,9,5
ADRA2C,92,76,96,66,32,32,39,112,116
ADRB1,10,7,5,7,5,3,3,15,11
ADRB2,2,1,0,2,0,2,2,2,0
ADRB3,0,0,0,0,0,0,0,0,0
ADRM1,4328,6191,6483,6282.001,24443,19837,29466,5581.999,5405
ADSL,1348,2747,2941.001,2554.001,820,631,1017.001,1540.001,1626
